,Cocktail Name,Ingredients
647,Platonic Snuggle,".5 oz H by HINE, .5 oz El Dorado 12 Year Old Rum, .5 oz Hamilton Black Jamaican Pot Still Rum, .5 oz Cinnamon Syrup, .5 oz Heavy Cream, 1 tsp St. Elizabeth Allspice Dram, 1 whole Egg,  top Founders Porter"
648,The Brightside,"1.5 oz Pink Pigeon Rum, 2.5 oz Fresh orange juice, 1 Tbsp Luxardo Bitter, 1 dash Milk powder (or cream)"
649,The King's Froth & Frizz,"1 oz BarSol Selecto Italia Pisco, 1.25 oz King's Ginger Liqueur, .5 oz Peach Brandy, .5 oz Lemon juice, .5 oz Egg white"
650,The Queen's A Redhead,"50 ml King's Ginger Liqueur, 4  Pink Peppercorns, 25 ml Fresh lemon juice, 15 ml Gomme syrup, 25 ml Egg white"
651,Delicious Sour,"2 oz C. Drouin Calvados Selection, .75 oz Lemon Juice, .75 oz Giffard Abricot du Roussillon, .5 oz Egg White"
652,Jalapeño Sour,"2 oz Chinaco Blanco Tequila, .5 oz Green Chartreuse, .5 oz Lime juice, 1 oz Pineapple juice, .5 oz Jalapeño Syrup, .5 oz Egg White"
653,Hanny's Hot Apple Toddy,"1.5 oz Luxardo Amaretto di Saschira, 8 oz Apple Cider,  oz Heavy Cream,  oz Cinnamon"
654,The Alpine Mist,"2 oz Mezcal, 2 oz Reed's Premium Ginger Brew, 1 tsp Seedless Blackberry Jam, 1  Lime, juiced, 12  Mint Leaves, muddled"
655,Division Bell,"1 oz Mezcal, .75 oz Aperol, .5 oz Luxardo Maraschino Liqueur, .75 oz Lime Juice"
656,Golden Gun,"1 oz Blended Lightly Aged Rum, 1 oz Blended Aged Rum, .75 oz Lime Juice, .5 oz Luxardo Apricot Liqueur, .5 oz SC Demerara Syrup*, .5 oz Grapefruit Juice, 2 dash Angostura Bitters"
657,Grown-Up Shirley Temple,"1 oz Luxardo Cherry Syrup (from jar of cherries), .25 oz Fresh Lemon Juice (optional), 6 oz Soda Water"
658,Japanese Cocktail,"2 oz H by HINE, .5 oz Luxardo Orgeat Syrup, 3 dash Angostura Bitters"
659,Vinterpäls,"1.5 oz Karlsson's Gold Vodka, .5 oz Luxardo Amaretto di Saschira, .5 oz Benedictine, .5 oz Orange juice, .5 oz Honey"
660,A Southern Jackass,"1.5 oz Prichard's Lincoln County Lightning, .5 oz King's Ginger Liqueur, .5 oz Cinnamon-Candied Ginger Syrup*, 3 dash Angostura Bitters,  top Club Soda"
661,Mayan Sacrifice Champagne Cocktail,".5 oz Chinaco Blanco Tequila, .5 oz D'Aristi Xtabentun Honey Liqueur"
662,Pacific Kick,"1 oz Japanese Whisky, 3 oz Amaro Angeleno, 1 oz Luxardo Orgeat Syrup, 1 oz Lemon Juice"
663,Citrus Quo (Adapted),"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Limoncello, .5 oz Luxardo Aperitivo, 3 oz Tonic water"
664,The Mayan Premonition,"1.5 oz Chinaco Blanco Tequila, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Fresh Lime Juice, 1 float Bitter Lemon Soda"
665,Club Med,".75 oz Luxardo Apricot Liqueur, .75 oz BarSol Selecto Italia Pisco, .75 oz Elderflower Liqueur, 2 oz White dry white(preferably Sauvignon), 2 oz Club soda"
666,Pisco Sour,"2 oz BarSol Primero Quebranta Pisco, 1 oz Fresh lime juice, 1 oz Simple syrup, .5 oz Egg white, 3 dash Angostura bitters"
667,Jamaica Paloma,"2 oz Mezcal, 1 oz Jamaica basil flower syrup*, .75 oz Fresh grapefruit juice, .5 oz Fresh lime juice"
668,Ypioca Chile Punch,"2 part Ypioca Brasilizar Cachaca Prata Classica, 1 part Fresh Lime Juice, .5 part Agave, .5 part Ancho Reyes Ancho Chile Liqueur"
669,Prata Punch,"2 part Ypioca Brasilizar Cachaca Prata Reserva Especial, .5 part Lillet Rose, .5 part Guava Nectar, .25 part Fresh Lime Juice, .25 part Agave,  top Banfi Rosa Regale Sparkling Wine"
670,Engaged and Cant-Aloupe,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, 1.25 oz Fresh Cantaloupe Juice, .5 oz Fresh Lime Juice, .75 oz Beet Sugar Water*, 1  Egg White"
671,Mauritian Made,"1.5 oz Pink Pigeon Rum, .75 oz Darjeeling simple syrup, 1 oz Lime juice"
672,Hotaling Old Tom Gin,"1.5 oz Old Tom Gin, .5 oz 7-Spice Syrup*, .75 oz Lemon Juice, 1.5 oz Fever-Tree Tonic"
673,Hotaling Seaside Shandy,"1 oz Genevieve Gin, 1 bottle Lager"
674,Blind Luck,"1 oz Luxardo Bitter Bianco, 2.5 oz Old Tom Gin, 2 bsp Real Lemon Juice, 2 bsp Strawberry-Raspberry Simple Syrup*"
675,The Naughty & Nice,"1.25 oz Glenrothes Vintage Reserve, .75 oz Drambuie, 2 oz Woodchuck Pumpkin Cider, .75 oz Spiced Butter*, 3 dash Bittermens Elemakule Tiki Bitters"
676,The King's Cranberry Sauce,"1 pkg, 14 oz Cranberries, 1.5 c Brown Sugar, .5 c Orange Juice, .3 c King's Ginger Liqueur, 8 whole Pepper Corns, 6  Allspice Berries, 5  Cloves, 1 stick, 2 in Cinnamon"
677,Mexican Sazerac,"2 oz Chinaco Reposado Tequila, .75 oz D'Aristi Xtabentun Honey Liqueur, 3 dash Peychaud's Bitters"
678,Roasted Cherry Colada,"2 oz White Rum, 1.75 oz Luxardo Sangue Morlacco Cherry Liqueur, 1 oz Coconut Milk, 1 oz Fresh Lime Juice, .5 tsp Demerara Sugar, 10 dash Miracle Mile Forbidden Barrel Aged Bitters, 3  Roasted Cherries, 1 oz Black Rum, 1 tsp Everclear"
679,Karlsson's Kold Brew,"1 oz Karlsson's Gold Vodka (Coffee-Infused), .75 oz Café Moka, .75 oz Cardamom syrup*, 2 Tbsp Soy milk coffee foam**, 1 pinch Espresso powder"
680,Root Down,"2 oz Karlsson's Gold Vodka (Root-Infused), .5 oz Cardamaro, .5 oz Fresh lemon juice, .5 oz Grade-A dark maple syrup, 1.5 oz Fenteman's ginger beer, 4 inch Whole licorice root"
681,Chilli Vanilli,"2 oz Karlsson's Gold Vodka, .5 oz Lustau Amontillado Sherry, .75 oz St. Elizabeth Allspice Dram, .75 oz Burned Demerara Sugar Syrup*, 1 tincture Bob's Vanilla Bitters, .75 oz Vanilla Powder, 1  Egg White"
682,Pear and Cranberry Fizz,"1.5 oz Karlsson's Gold Vodka, .5 oz Fresh Lemon Juice, 1 oz Rothman & Winter Orchard Pear Liqueur, .75 oz Cranberry Juice, 1 tincture Fee Brothers Cranberry Bitters, 10  Fresh Cranberries"
683,Asian Affair,"2 oz Karlsson's Gold Vodka, .75 oz Boiron Kalamansi Juice, .5 oz Thai Basil Syrup*, .5 oz Cocchi Americano, 2 oz Fentimans Ginger Beer"
684,Pumpkin and Spice,"1.5 oz Oatmeal-Infused Karlsson's Gold Vodka*, 1.5 oz Ginger Beer, .5 oz Oloroso Sherry, .25 oz St. Elizabeth Allspice Dram, .25 oz Molasses, 1 bsp Pumpkin Puree, 1 tincture Fee Brothers Black Walnut Bitters"
685,Tambourine,"2 oz Karlsson's Gold Vodka, .75 oz Pineapple juice, .5 oz Fresh lime juice, .5 oz Kaffir lime & tamarind compound syrup*"
686,Eden's Apple,"1.5 oz Apple & Cinnamon-Infused Karlsson's Gold Vodka, .75 oz J. T. Taylor's Falernum, .5 oz Fresh lemon juice, 1 oz Fresh Cider, 1 tincture Bar Keep Baked apple bitters"
687,Swedish 75,"1 oz Karlsson's Gold Vodka, 1 oz Lemon curd (or a large bar spoon), 1.5 oz Brut Champagne"
688,Barbary Coast Bulldog,"1.5 oz Hophead Vodka, .75 oz Luxardo Espresso Italian Liqueur, 2 oz Cream, 2 oz Mexican Coca Cola"
689,Apple Shrub Spritz,"1 oz Karlsson's Gold Vodka, 2.5 oz Spiced apple shrub*, 2 oz Chilled club soda"
690,Goat Town Swizzle,"1 oz Old Potrero Straight Rye Whiskey, .5 oz Luxardo Apricot Liqueur, .33 oz Luxardo Fernet, .75 oz Lemon juice, .5 oz Homemade orgeat, 4 dash Angostura bitters, 3 dash Fee Bros Orange bitters"
691,The No.3 Winter Cup,"25 ml No.3 London Dry Gin, 25 ml King's Ginger Liqueur, 12.5 ml Red Vermouth (Antica Formula), 150 ml Good quality sharp lemonade"
692,La La Land,"1.5 oz Karlsson's Gold Vodka, .5 oz Aperol, .5 oz Raspberry/white pepper syrup, .5 oz Fresh lemon juice, .5 oz Fresh cucumber juice, 4-5 pc Fresh mint, 2 dashes Celery bitters"
693,Vieux Carré,".75 oz Rye Whiskey, .75 oz H by HINE, .75 oz Tempus Fugit Alessio Vermouth Bianco, 1 bsp Benedictine, 2 dash Angostura Bitters, 2 dash Peychaud's Bitters"
694,Mack's Apple,"1.5 oz Mezcal, .5 oz Fresh Lemon Juice, 1 oz Apple Cider Reduction, .5 oz Cinnamon-Chipotle Syrup*, 1 dash House-made Apple Pie Bitters**"
695,The Ladybird,"2 oz Pink Pigeon Rum, 2 dash Fee Brothers Black Walnut Bitters, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Luxardo Fernet"
696,Passionate Pigeon ,"50 ml Pink Pigeon Rum, 50 ml Lychee juice, .5  Lime, juiced, 1  Passion fruit, 1 float Ginger beer"
697,Mayan Decadence,"1.75 oz Chinaco Anejo Tequila, .5 oz Xtabentun Liqueur (honey, anis), 3 dash Bittermens Xocolatl Mole Bitters, 3 dash Fee Brothers Aztec Chocolate Bitters"
698,The No.3 Winter Punch,"1 part No.3 London Dry Gin, 1 part King's Ginger Liqueur, .5 part Red Vermouth (Antica Formula), 6 part Good quality sharp lemonade  "
699,Xmas in Juniper,"1 oz Junipero Gin, .75 oz Spiced Apricot Syrup*, .5 oz House-made Orgeat, .5 oz Lemon Juice,   Egg Whites,  top Anchor Christmas Ale 2016"
700,Muddled Mission,"1.5 oz Junipero Gin, 1 oz St. Germain, .25 oz Yellow Chartreuse, .75 oz Lemon Juice, 1  Strawberry"
701,The Southside,"2 oz No.3 London Dry Gin, 1 oz Fresh lemon juice, 1 oz Simple syrup, 5 leaves Mint leaves"
702,Apricot Blush,"1 oz Vanilla flavored Vodka, .75 oz Luxardo Apricot Liqueur, 1 oz Fresh sweet n' sour mix, 3 oz Prosecco,  oz Sliced plum, 2 sprigs Mint sprig"
703,Nikka Coffey Malt Old Fashioned,"2.5 oz Nikka Coffey Malt Whisky, .5 oz Demerara Syrup, 4 dash Tempus Fugit Abbott's Bitters"
704,Honey Basil Smash,"1.5 oz English Harbour Rum 5 YO, .25 oz Honey, 3  Lime Wedges, 4  Basil Leaves,  top Ginger Ale"
705,Nikka Coffey Grain Perfect Manhattan,"2 oz Nikka Coffey Grain Whisky, .5 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .5 oz Dolin Vermouth, 2 dash Tempus Fugit Abbott's Bitters"
706,Juniperotivo,"1.5 oz Junipero Gin, .5 oz Simple Syrup, .5 oz Lime Juice, .25 oz Pomegranate Syrup, 4 large Mint Leaves"
707,Desmond's Choice,"2 oz Hirsch Small Batch Reserve Bourbon, .5 oz Creme de Cacao, .25 oz Pierre Ferrand Dry Orange Curacao, 3 dash The Bitter Truth Jerry Thomas Bitters"
708,Cafe Creole,"1.5 oz Pink Pigeon Rum, 1 oz Luxardo Espresso Italian Liqueur, 1.5 oz Heavy cream, .75 oz Simple syrup"
709,La Nueva Moda (The New Fashion),"2 oz Chinaco Anejo Tequila, .25 oz Mezcal, .25 oz Luxardo Maraschino Liqueur, 2 drops Agave Nectar, 3 dash Fee Brothers Aztec Chocolate Bitters, 2 cubes Sugar"
710,And The Cherry On Top Is...,"1 oz Luxardo Maraschino Liqueur, 3 oz Vodka, .5 oz Root 23 Cherry Almond Simple Syrup, 1 oz Lemon Juice,  splash Club Soda"
711,Phad Thai,"2 oz Karlsson's Gold Vodka, 1 oz Nigori sake (Unfiltered), .5 oz Fresh Shibori Yuzu juice, .5 oz Simple syrup (2:1 sugar water), .5 pc Thai chili, 4-5 sprigs Fresh cilantro (stems on)"
712,The Swedish,"1.5 oz Karlsson's Gold Vodka, 1 oz Potato juice*, .5 oz Benedictine, .5 oz Lemon juice , .25 oz Cinnamon honey syrup**, 1 bsp Black pepper, .5 bsp Salt"
713,Spring Cleanse,"1  Half Small Cucumber, 1  Medium Carrot, 1  Green Apple, cored, 3-4  Kale Leaves, 1  Big Handful Spinach Leaves, 1  Small Hunk Ginger, .5-1 oz Pastis Prado"
714,The King's Winter Cup,"1.5 oz King's Ginger Liqueur, 1 oz Fresh pressed Apple Cider, 4 oz Hard Apple Cider, 1 stick Cinnamon stick"
715,Prickly Pear Margarita,"2 oz Chinaco Blanco Tequila, 1 oz Lime Juice, .5 oz Prickly Pear Puree, .5 oz Agave"
716,The Sixth Sense,"1 oz Junipero Gin, 1 oz Luxardo Amaro Abano, 1.5 oz Cream of Coconut, .5 oz Fresh pineapple juice, .5 oz Fresh lime juice, 3 dashes Angostura bitters"
717,Pink Punch,"3 c Pink Pigeon Rum, 3 c Orange Juice, 3 c Pineapple Juice, 3 c Ginger Ale, .25 c Grenadine, 1  Fresh-Squeezed Lime Juice"
718,The 42nd Round,"1 oz Junipero Gin, 5 oz Compas Box Great King Street Blended Scotch Whisky, 1 oz Byrrh Grand Quinquina, .5 oz Anchor Christmas Ale 2016*, 2 dash Bittercube Corazon Bitters, 2 dash The Bitter Truth Orange Bitters"
719,The Nutty Sensation,".75 oz Junipero Gin, .75 oz H by HINE, .75 oz Chateau de Montifaud Pineau des Charentes Blanc, .75 oz Oloroso & Moscatel Blend*, 2 dash The Bitter Truth Xocolate Bitters, 2 dash Orange Bitters,   Walnut Oil"
720,Maria Canevari Punch,".5 oz Luxardo Maraschino Liqueur, .75 oz Luxardo Apricot Liqueur, 1 oz Fresh Lemon Juice, .25 oz Simple Syrup, 1 oz Perfect Puree White Peach, 3 oz Soda Water"
721,Trip to Jarnac,"1 oz H by HINE, .5 oz Orange Juice, .75 oz Lemon Juice, .25 oz Batavia Arrack, .5 oz Simple Syrup, 1 dash Angostura Bitters"
722,No.3 Negroni,"1 oz No.3 London Dry Gin, 1 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 oz Luxardo Bitter"
723,Clover Holiday Cocktail,"2 oz Hophead Vodka, .75 oz Lime Juice, .5 oz Bay Leaf-Infused Honey Syrup*, 2 oz Clover's Gingersnap, 1 pinch Cinnamon"
724,Barrel Aged Ginger Negroni,"1 part Junipero Gin, 1 part King's Ginger Liqueur, 1 part Campari, 1 part Sweet Vermouth"
725,Amaretto Bourbon Punch,"37.5 oz Hirsch Small Batch Reserve Bourbon, 6.25 oz Luxardo Amaretto di Saschira, 12.5 oz Fresh Lemon Juice, 12.5 oz Sparkling Apple Juice, 6.25 oz Simple Syrup, 37.5 oz Seltzer"
726,Merry Sherry Cobbler,"1.5 oz Christmas Spirit, 1 oz Oloroso Sherry, .25 oz Walnut Liqueur, 3 dash Regans' Orange Bitters, 3 dash Pear Bitters"
727,French 75,".75 oz No.3 London Dry Gin or H by HINE, .75 oz Fresh Lemon Juice, 1 dash Simple Syrup, 1 float Sparkling Wine"
728,A Mi Manera (My Way) Pisco Punch,"2 oz BarSol Selecto Italia Pisco, 1 oz Luxardo Apricot Liqueur, 2 oz Minta Soda, 1 pinch Citric Acid or Lime Juice, 1 scoop Pineapple Sorbet"
729,You're Bitter Than That,".75 oz Blanco Tequila, .75 oz Luxardo Bitter Bianco, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .75 oz Fresh Lime Juice, .25 oz Rich Simple Syrup (2:1)"
730,Cocao Martini ,"2.5 oz Karlsson's Gold Vodka, .5 oz Ginger Brown*, 4 dash Hella hula bitters, 3 beans Cocao beans"
731,On the Flipside,"1.5 oz Pink Pigeon Rum, 1 oz Lime juice, .75 oz Simple syrup, 2  Mint leaves, muddled, 3  Cucumber slices, muddled"
732,Farmer's Gold,"2 oz Karlsson's Gold Vodka, .75 oz Fresh Lemon Juice, 1 oz Simple Syrup (1:1), 3 dash Regans' Orange Bitters, 5 large Basil Leaves, 16 whole Black Peppercorns"
733,Winter Swizzle,"2 oz Pink Pigeon Rum, 1 oz Fresh lime juice"
734,Lost at Sea,"2 oz King's Ginger Liqueur, 1 oz Lime juice, .5 oz Cane sugar syrup, 2 oz Club soda"
735,Feingold,"2 oz Brandy, .5 oz Orange Cordial, 1 bsp Luxardo Sangue Morlacco Cherry Liqueur, 1  Luxardo Cherry (muddled), 1 dash Aromatic Bitters, 1 dash Cherry Bitters"
736,Lovage In The Garden,"2 oz Hophead Vodka, 3  Sun Gold Cherry Tomatoes, 4  Lovage Leaves, .75 oz Lime Juice, .5 oz Agave Syrup (1:1 agave to water), .5 oz Luxardo Aperitivo, 1 pinch Hepps Ghost Pepper Salt"
737,Georgia Old Fashioned,"2.5 oz Nikka Coffey Grain Whisky, .25 oz Tippleman's Barrel Smoked Maple Syrup, 2 dash Regans' Orange Bitters, 5 dash Angostura Bitters, 1 disc Orange, 1 disc Lemon, 1 slice Peach"
738,Stroll Through the Park,"2 oz BarSol Primero Quebranta Pisco, .5 oz Simple Syrup, .5 oz Orange Juice, .5 oz Lemon, 1 bsp El Guapo Tonic Syrup, 4 dash El Guapo Tonic Bitters, 3  Cucumber Slices, 2  Mint Sprig"
739,Naughty Nikka,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 oz Fresh Ginger Syrup, 1 slice Orange slice, 1 dash Chinese Five Spice Bitters"
740,Masataka's Vision,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Luxardo Amaro Abano, 3 dash House-made Rasta Bitters"
741,Ginger Pigeon,"1 oz Pink Pigeon Rum, .5 oz Luxardo Aperitivo, .5 oz Simple syrup, .5 oz Lemon juice, 1 float Ginger beer, 4 pieces Chopped pineapple, 3 pieces Ginger root"
742,Spice and Stormy,"1.5 oz Pink Pigeon Rum, .5 oz Simple syrup, .5 oz Lemon juice, .5 oz Luxardo Bitter, 1 float Ginger beer, 4 pieces Pineapple, 4 pieces Ginger root"
743,Stone Fruit Patch V2,"1 oz Luxardo Maraschino Liqueur, .5 oz Peach Puree, .75 oz Lime Juice, 3  Raspberries, 1 oz Sparkling Wine"
744,Stone Fruit Patch V1,"1 oz Luxardo Maraschino Liqueur, .5 oz Peach Puree, .75 oz Lime Juice, 3  Raspberries"
745,Mint Garden,"1.5 oz Chinaco Reposado Tequila, .5 oz Luxardo Triplum (Triple Sec), .75 oz Fresh grapefruit juice, .5 oz Lemon juice, .5 oz Simple syrup, 4 pieces Red bell pepper, 4 oz Mint sprigs"
746,Sabotage,"2 oz Breck Bourbon, .5 oz Dancing Pines Black Walnut Bourbon, .5 oz Punt e Mes, .25 oz King's Ginger Liqueur"
747,Rhapsody in Red,"1.5 oz Chinaco Blanco Tequila, 1 oz Wild Hibiscus Tea, .5 oz Fresh Lime Juice, .5 oz Agave Nectar,   Strawberries,  top Sparkling Water"
748,Cherry Old Fashioned,".5 tsp Demerara Sugar, 1  Roasted Cherry, 2 oz Cherry-Infused Vodka, .25 tsp Amaro di Angostura, .25 tsp Luxardo Maraschino Liqueur, 5 dash Miracle Mile Forbidden Barrel Aged Bitters"
749,Basil Gin and Tonic,"1 oz Lime Juice, 1 spg Basil, 2 oz Tonic Water, 1 oz Junipero Gin"
750,Kumquat Smash,"1 oz Luxardo Triplum (Triple Sec), 1 oz Ypioca Brasilizar Cachaca Prata Classica, .5 oz Luxardo Sour Cherry Syrup (Previously Amarena), 5  Kumquats, 1 float Mango Flavored Rum"
751,Mystique Green (Adapted),"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .75 oz Elderflower Liqueur, 1 oz Fresh lime juice, .5  Kiwi"
752,Nara Mule,"2  Kumquats, 2  Lychee, 2 oz Bulleit Rye, 1 oz King's Ginger Liqueur, .75 oz Fresh Lemon Juice, .5 oz Simple Syrup, .5 oz Egg White, .5 oz Fever Tree Ginger Beer"
753,The Reserved King,"2.5 oz Glenrothes Vintage Reserve, .5 oz King's Ginger Liqueur, 3-4 dash Angostura Bitters,   Lemon Peel"
754,Buccaneer,"2 oz Junipero Gin, .5 oz Campari, .5 oz Velvet Falernum, 1 oz Lime Juice, .5 oz Simple Syrup, 3 large chunks Pineapple"
755,Sage & Sound,"1.5 oz Junipero Gin, 1 oz White Port, .75 oz Lemon Juice, .5 oz Honey Cinnamon Syrup*, 1  Whole Egg, 8  Muddled Sage Leaves"
756,Japonais No.3,"1.5 oz No.3 London Dry Gin, 1 oz King's Ginger Liqueur, 1 oz Orange juice, 1 dash Simple syrup, 2  Cucumber slices, muddled, 2  Raspberries, muddled"
757,PDA,"1.5 oz New York Apple Whiskey, 1 oz King's Ginger Liqueur, .75 oz Lemon, .5 oz Lemongrass ginger syrup, .5 oz Egg white"
758,Apples & Grapes,"1.5 oz Tempus Fugit Kina L'Aero d'Or, 1 oz C. Drouin Pommeau de Normandie, 2 dash Orange Bitters"
759,The Proverb,"2 oz H by HINE, .5 oz Maurin Quina, .25 oz Luxardo Maraschino Liqueur, 1 dash Angostura Bitters, 2 dash Black Walnut Bitters"
760,Raspberry Batida,"2 oz Ypioca Brasilizar Cachaca Prata Reserva Especial, 1 oz Sweetened Condensed Coconut Milk, 1 oz Almond Milk, .5 oz Briottet Creme de Framboise (Raspberry), .5 oz Tempus Fugit Creme de Cacao, 1 handful Fresh Raspberries, 2 dash Rubarb Bitters"
761,Ode to Kinshi,"1.5 oz Nikka Whisky Yoichi Single Malt 15 YO, .75 oz Cocchi Americano Rosa, .5 oz Luxardo Amaro Abano, 5 dash Bittermens Xocolatl Mole Bitters"
762,Junipero Gin and Tonic,"2 oz Junipero Gin, 4 oz Fever-Tree Tonic Water, 3 cubes Tonic Water Ice Cubes*"
763,L'Aviation,"1.5 oz No.3 London Dry Gin, 0.5 oz Luxardo Maraschino Liqueur, 0.5 oz Tempus Fugit Liqueur de Violettes, .75 oz Fresh lemon juice"
764,The Kings Mule,"1 oz King's Ginger Liqueur, 3 dash Orange Bitters, 5 oz Sparkling Wine"
765,The Bacchus Cocktail,"5  Concord grapes, 3  Blackberries, 1.5 oz BarSol Primero Quebranta Pisco, 1 oz Crème Yvette, 1 oz Lemon juice, .5 oz Egg white"
766,Garrison's New Fashioned,"2 oz Garrison Brothers Flagship Bourbon, .5 oz Luxardo Apricot Liqueur, 2 dash Australian Bitters Company Aromatic Bitters,   Lemon Peel"
767,Pina Del Este,"1.5 oz Luxardo Amaretto di Saschira, 4  Lime wedges, 1  Pinapple wheel, .5 oz Gomme syrup, 1 float Pisco "
768,Vida Verde (Adapted),"1.5 oz Chinaco Blanco Tequila, .75 oz Luxardo Maraschino Liqueur, 1.5 oz Lime Sweet n' Sour mix,  oz Cucumber wheels,  oz Sprigs of Mint"
769,Culebra,"1.5 oz Rhum Agricole-style, .75 oz Luxardo Amaretto di Saschira, .5 oz Fresh lime juice, 4 oz Cola, 3 oz Mint sprigs, 2 dash Bitters"
770,Morlacco Julep,"1.25 oz Brandy de Jerez, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, 4 sprigs Mint, 1 float Luxardo Amaretto di Saschira"
771,Sorrentino,"1 oz Luxardo Limoncello, 1 oz Luxardo Bitter, 1 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 2 oz Club Soda,   Fresh Thyme"
772,SOMA Fizz,"1.5 oz Junipero Gin, .5 oz Lemon juice, .75 oz Luxardo Triplum (Triple Sec), .75 oz Heavy Cream, 2 dash Orange Bitters, 2 oz Club Soda"
773,The Ginger Royale,"35 ml King's Ginger Liqueur, 140 ml Champagne"
774,The Royal King,"1 oz King's Ginger Liqueur, 4 oz Champagne"
775,Brazilian Mai Tai,"1.5 oz Ypioca Brasilizar Cachaca Prata Classica, 3 oz Mai Tai Mix, 1 splash Soda Water, 1 float English Harbour Rum"
776,Sorriso (Adapted),"1 oz No.3 London Dry Gin, 1 oz Pear flavored Vodka, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Sherry, 2 dash Bitters"
777,Pacific Breeze,"1.5 oz Luxardo Triplum (Triple Sec), .75 oz Watermelon Liqueur, 3 oz Cranberry juice,  oz Fresh lime sweet n' sour mix"
778,Heart Breaker,"1.5 oz Bonded Rye, .5 oz Luxardo Amaro Abano, .5 oz Punt e Mes, 7 dash Angostura Bitters"
779,Negroni,"1 oz No.3 London Dry Gin, 1 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 oz Luxardo Bitter"
780,Blood & Sand,".75 oz Glenrothes Vintage Reserve, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .75 oz Orange Juice"
781,Harms' Way,"1 oz Luxardo Bitter Bianco, 1.25 oz Blanco Tequila, .25 oz D.O.M Benedictine, 1 dash Bittermens Xocolatl Mole Bitters"
782,Amaretto Rose,"1.5 oz Luxardo Amaretto di Saschira, .5 oz Lime Juice,  fill Club Soda"
783,The Touch  of Glass,"1.5 oz Brandy de Jerez (Foie Gras-Infused), 2-3 drops Truffle Tincture,   Atomized Pipe Tobacco Essence"
784,La Capilla,"1.5 oz Mezcal, .75 oz Pierre Ferrand Curaçao, .5 oz Gordy’s Cocktail Pickle Brine, 1 oz Watermelon Juice, .5 oz Fresh Grapefruit Juice, .5 oz Fresh Lime Juice"
785,Palais Royal,"3 oz Champagne, 1 oz H by HINE, .33 oz Cherry Brandy, 1 tsp Lemon Juice"
786,Rothes Julep,"2 oz Glenrothes Vintage Reserve,   Simple Syrup, 5  Mint Leaves"
787,Rio De Janeiro Mule,"1.5 oz Ypioca Brasilizar Cachaca Prata Classica, 1.5 oz Ginger Citrus Agave Blend, 5 oz Ginger Ale, 1 dash Aromatic Bitters"
788,Fernet Frappe,"1.5 oz Luxardo Fernet, .5 oz King's Ginger Liqueur, 2 oz Cola, 1 wedge Lemon juice"
789,Red Bud Trail,"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Dry Vermouth, .25 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 dash Angostura Bitters"
790,The Twinger ,"1.5 oz King's Ginger Liqueur,  top Fever-Tree Ginger Ale, 2 dash Angostura Bitters "
791,No.3 & T,"1.5 oz No.3 London Dry Gin, 1 lemon Lemon, 1 fill Tonic water"
792,3 & Tree ,"1.5 oz No.3 London Dry Gin,  top Fever-Tree Tonic Water, .25 oz Maurin Quina"
793,Crooked Kilt,"1.5 oz Glenrothes Vintage Reserve, .75 oz Lime Juice , .5 oz Green Chartreuse, .5 oz Velvet Falernum, .5 oz Pineapple Juice"
794,Orange Crush,2.5 oz Glenrothes Vintage Reserve
795,San Fran Soda,"1.25 oz Hophead Vodka, .5 oz Fresh Lime Juice,  splash Soda Water,  top Steam Beer"
796,Simply Perfecto,2 oz BarSol Perfecto Amor (Aperitif Wine)
797,Château Montifaud Creation,"1.5 oz Chateau de Montifaud Cognac VS, 1 oz Lemon Juice, .25 oz Orgeat (Almond) Syrup, .25 oz Triple Sec,  top Lemonade"
798,Château Montifaud on the Rocks,"1.5 oz Chateau de Montifaud Cognac XO, 3  Ice Cubes"
799,Château Montifaud Pink Love,".75 oz Chateau de Montifaud XO Silver, .75 oz Sugar Syrup, .75 oz Lemon Juice, 3  Raspberries,  fill Champagne"
800,Duke's Classic Dry Martini,"3 oz No.3 London Dry Gin, 1 tsp Extra Dry Vermouth, 1  Amalfi Lemon"
801,Glimpse of Seduction,".75 oz Luxardo Maraschino Liqueur, .75 oz Grapefruit flavored Vodka, .5 oz Fresh lemon juice, 1 float Pomegranate liqueur, 2 scoop Lemon sorbet"
